"관광타입","음식점"
"음식점명","바다멍"
"개요","협재 해수욕장 바로 앞 술집 바다멍입니다. 협재 해수욕장이 빼꼼 보이는 야외 테라스, 혼자 여행 오시는 분들을 위한 혼술 바 테이블, 신나게 술이 들어가는 오픈 포차의 느낌을 한 번에 느낄 수 있답니다. 당일 들어오는 신선한 해산물과 제주 흑돼지는 물론 각종 제주 특산물을 이용해 제주 출신 셰프가 진정한 제주도의 맛을 선사해 드립니다. 진짜 맛있는 제주도 술집을 찾으시는 분, 찐 제주 도민의 맛을 느껴보고 싶으신 분, 요리부터 디저트까지 다양한 메뉴의 술집을 찾고 계신 분, 협재 해수욕장 앞 술집을 찾으시는 분, 협재 점심 맛집을 찾고 계신 분, 모든 분들께 열려있으니 커플, 단체, 친구는 물론 혼자 오시는 분들도 망설임 없이 들어와 주세요. 주차는 바로 옆에 위치한 넓은 협재 해수욕장 주차장을 이용해 주세요. 제주탐라만두, 협재나쵸가 인접해 있습니다."
"주소","제주 제주시 한림읍 한림로 335"
"주소(도로명)","제주특별자치도 제주시 한림읍 한림로 335"
"주소(지번주소)","제주특별자치도 제주시 한림읍 협재리 2447-27"
"대표번호","0507-1315-0987"
"영업시간","18:00 - 05:00"
"휴무일","없음"
"취급메뉴","해물떡볶이, 딱새우회"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 인테리어가 멋져요, 특별한 메뉴가 있어요, 혼술하기 좋아요"
