"관광타입","음식점"
"음식점명","노랑통닭 제주 아라점"
"개요","온 가족이 모여 따뜻하고 바삭한 치킨을 맛있게 먹던 기억이 있으신가요. 이런 소중한 순간들은 오랫동안 기억에 남기에 노랑통닭은 그 추억에 행복이 더해질 수 있도록치킨의 본질에 집중합니다. 우리는 어떤 치킨이 맛있는 치킨인지 오랫동안 고민했고,치킨은 결국 바삭한 튀김에서부터 시작된다는 것을 깨달았습니다. 그렇기에 노랑통닭은바삭한 치킨을 위해 옥수수 전분으로 튀김 옷을 입히고최적의 온도를 유지하는 가마솥에 정성스럽게 튀겨더욱 바삭한 치킨을 만듭니다. 다같이 모여 노랑통닭을 즐길 때바삭하고 맛있는 치킨의 행복함이 오래 기억되길 바랍니다. 탐앤탐스, 추사밥상월정이 인접해 있습니다."
"주소","제주 제주시 중앙로 490 1층"
"주소(도로명)","제주특별자치도 제주시 중앙로 490"
"주소(지번주소)","제주특별자치도 제주시 아라일동 2338-3"
"대표번호","064-759-5592"
"영업시간","11:00/15:00-23:00"
"휴무일","전화문의"
"취급메뉴","뿌리노랑 치킨, 마늘치킨"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 양이 많아요, 가성비가 좋아요, 재료가 신선해요"
