"관광타입","음식점"
"음식점명","제주김만복 성산점"
"개요","성산일출봉, 광치기 해변, 스타벅스 DT에서 3분, 성산항 5분, 아쿠아 플라넷 10분, 신양해수욕장 12분 거리입니다. 광치기 해변에서 일출봉을 바라보며 올레길 1번 2번 코스 끝과 시작 점이 있습니다. 모든 메뉴 포장이 가능하고 홀 식사 가능 매장입니다. 매장 바로 앞 주차장 있습니다. 포장 가능 시간은 오전 7시 30분부터 오후 6시까지입니다. 매장 식사 가능 시간은 오전 7시 30분부터 오후 5시까지입니다. 재료 소진 시 조기 마감합니다. 제주김만복은 제주 여행하며 즐길 수 있도록 테이크아웃으로 깔끔하게 포장되어 손님들께 제공됩니다. 성산점은 연중무휴입니다. 브레이크 타임 없습니다. 샤오츠, 나무꾼포차가 인접해 있습니다."
"주소","제주 서귀포시 성산읍 성산등용로17번길 55 리치유클래시아 상가 1층 108호"
"주소(도로명)","제주특별자치도 서귀포시 성산읍 성산등용로17번길 55"
"주소(지번주소)","제주특별자치도 서귀포시 성산읍 성산리 392"
"대표번호","064-782-8580"
"영업시간","07:30-17:00"
"휴무일","전화문의"
"취급메뉴","만복이네김밥, 오징어무침"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 혼밥하기 좋아요, 특별한 메뉴가 있어요, 매장이 청결해요, 재료가 신선해요"
