"관광타입","음식점"
"음식점명","정담오리회전숯불구이"
"개요","네비게이션에 정담오리회전숯불구이를 검색하시면 쉽게 방문하실 수 있으며, 제주공항에서 자가용으로 20분, 외도 해안도로에서 자가용으로 3분거리에 위치해 있습니다. 356번, 367번, 370번 등을 이용해 계명동에서 내리시면 바로 만나보실 수 있습니다. 저희 정담오리회전숯불구이는 제주 외도동에 위치한 오리고기 전문점이며 회전숯불구이 외에도 오리 주물럭과 오리로스를 맛보실 수 있습니다. 덕제주담다, 페리카나가 인접해 있습니다."
"주소","제주 제주시 우령서로 73"
"주소(도로명)","제주특별자치도 제주시 우령서로 73"
"주소(지번주소)","제주특별자치도 제주시 외도일동 626-1"
"대표번호","064-745-2588"
"영업시간","11:00~22:00"
"휴무일","매주 화요일"
"취급메뉴","주물럭, 오리로스"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 매장이 넓어요, 친절해요, 단체모임 하기 좋아요, 재료가 신선해요"
