"관광타입","음식점"
"음식점명","이치카"
"개요","서귀포시 남원읍 조용한 동네 신례리에 위치한 자가제면 동네 라멘집입니다. 직접 뽑은 면에 제주산 돼지와 닭 그리고 해산물을 넣어 배합해 만든 육수에 간장으로 맛을 낸 짭조름한 라멘과 국내산 최상급 멸치와 가쓰오부시를 완도산 다시마를 사용한 육수에 소금으로 맛을 낸 멸치 라멘을 만들고 있습니다. 좋은 재료들로 정성을 다해 만들고 있습니다. 조용한 곳에서 든든하게 한 끼 드시러 오세요. 감사합니다. 먼 길까지 일부러 찾아와주신 모든 분께 감사의 말씀 전합니다. 고맙습니다. 조리 중 일시 전화를 못 받을 수 있습니다. 죄송합니다. 재료 소진 시 인스타 및 네이버에 공지합니다. 독채펜션현이 인접해 있습니다."
"주소","제주 서귀포시 남원읍 신례로 308"
"주소(도로명)","제주특별자치도 서귀포시 남원읍 신례로 308"
"주소(지번주소)","제주특별자치도 서귀포시 남원읍 신례리 1005-4"
"대표번호","0507-1482-9284"
"영업시간","11:00 - 18:30"
"휴무일","매주 수요일"
"취급메뉴","라멘, 멸치라멘"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 혼밥하기 좋아요, 재료가 신선해요, 매장이 청결해요"
