"관광타입","음식점"
"음식점명","민들레한정식"
"개요","안녕하세요. 저희 민들레 한정식의 한정식은 일반 음식점에서 느낄 수 없는 깊은 맛을 자랑하며 특별한 맛으로 손님 여러분을 모시고 있습니다. 외지에서도 손님이 많이 찾아오고 있으며 오시는 분들께 맛있는 한정식을 제대로 대접해 드리고자 노력하고 있습니다. 민들레 한정식에서 음식의 참맛을 느껴보세요. 최고의 맛으로 모시겠습니다. 감사합니다. 온누리약국, 서원빌이 인접해 있습니다."
"주소","제주 서귀포시 일주동로 8648-5 1층"
"주소(도로명)","제주특별자치도 서귀포시 일주동로 8648-5"
"주소(지번주소)","제주특별자치도 서귀포시 동홍동 1507-28"
"대표번호","064-732-5973"
"영업시간","10:00 - 21:00"
"휴무일","없음"
"취급메뉴","청국장, 새싹비빔밥"
"주차시설 유무","없음"
"리뷰키워드","음식이 맛있어요, 가성비가 좋아요, 양이 많아요, 재료가 신선해요, 친절해요"
