"관광타입","음식점"
"음식점명","뱃도새기흑돼지 제주함덕점"
"개요","저녁 식사 이용 시, 네이버 예약 또는 전화 문의 꼭 부탁드립니다. 다소 웨이팅이 있을 수 있습니다. 안녕하세요. 제주도 흑돼지 맛집 뱃도새기 함덕점입니다. 저희는 직접 선별한 제주산 흑돼지와 당일 신선한 해산물만을 사용하여 최고의 만족감을 드리고 있습니다. 제주도 최고의 휴양지 함덕, 함덕해수욕장에서 도보 10분, 그리고 최고의 리조트 제주 소노벨 리조트에서 도보 5분, 함덕에서 가장 쉽게 찾을 수 있습니다. 항상 최고의 서비스로 손님분들을 맞이하겠습니다. 믿고 찾아주세요. 서우봉참기름집, 원풍해장국이 인접해 있습니다."
"주소","제주 제주시 조천읍 함와로 7"
"주소(도로명)","제주특별자치도 제주시 조천읍 함와로 7"
"주소(지번주소)","제주특별자치도 제주시 조천읍 함덕리 4156-2"
"대표번호","0507-1310-8668"
"영업시간","12:00-22:00"
"휴무일","없음"
"취급메뉴","흑돈목살, 흑오겹살"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 주차하기 편해요, 특별한 메뉴가 있어요"
