"관광타입","음식점"
"음식점명","귤하르방 올레시장점"
"개요","즐거운 제주도 여행의 추억을 떠올릴수 있도록 매일 신선한 재료와 행복한 마음가짐으로 좋은 빵을 만들겠습니다. 방문 하신 분들의 마음에 오랫동안 남을수 있는 올레시장 귤하르방이 되겠습니다. 올레시장 공영주차장에 주차 하신후 우회전 하시면 되세요. 만약 시장 밖 외부 공영주차장에 주차 하셨다면 시장입구로 바로 들어오시면 보이실 거에요. 비테비테가 인접해 있습니다. "
"주소","제주 서귀포시 중앙로54번길 35"
"주소(도로명)","제주특별자치도 서귀포시 중앙로54번길 35"
"주소(지번주소)","제주특별자치도 서귀포시 서귀동 277-12"
"대표번호","0507-1411-1233"
"영업시간","11:00 - 21:00"
"휴무일","없음"
"취급메뉴","귤하르방 x 8, 귤하르방 x 12"
"주차시설 유무","있음"
"리뷰키워드","음료가 맛있어요, 친절해요, 빵이 맛있어요, 특별한 메뉴가 있어요, 가성비가 좋아요"
