"관광타입","음식점"
"음식점명","천궁횟집"
"개요","저희 음식점은 항상 엄선된 재료만으로 음식을 만들어 고객님들을 모시고 있습니다. 자연산을 취급하며 회 드신 후 전복 내장 볶음밥을 드리고 있습니다. 맛과 인심으로 소문나 고객 분들께서 많이 찾아주시고 있습니다. 늘 깨끗하고 넓은 홀과 친절한 서비스로 고객 분들을 맞이하고 있으며 단체예약도 환영하고 있어 더욱 큰 만족을 드리고 있습니다. 항상 고객을 먼저 생각하는 마음으로 최선을 다해 고객님들을 모시겠습니다. 많은 방문 부탁 드립니다. 감사합니다. 해진횟집, 끄티 탑동이 인접해 있습니다."
"주소","제주 제주시 서부두길 26"
"주소(도로명)","제주특별자치도 제주시 서부두길 26"
"주소(지번주소)","제주특별자치도 제주시 건입동 1435-2"
"대표번호","064-756-4560"
"영업시간","10:00 - 02:00"
"휴무일","없음"
"취급메뉴","딱새우회, 매운탕"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 특별한 날 가기 좋아요, 뷰가 좋아요"
