"관광타입","음식점"
"음식점명","섭지코지올래맛집 서귀포본점"
"개요","서귀포시 신동로 47번길 10 12 이전했습니다. 곧 새로운 곳에서 정성스런 식사 대접해드리겠습니다. 섭지코지 근처에 위치한 생물 갈치조림 전문점 섭지코지올래맛집입니다. 갈치조림, 구이 주문 시 고소하고 맛있는 성게미역국이 서비스입니다. 근처에 휘닉스아일랜드와 섭지코지, 아쿠아플라넷 도보로 5분 거리로 가까운 곳에 위치하고 있습니다. 생물 갈치와 활전복을 넣은 전복갈치조림 맛보러 들려보세요. 번개불, 치킨마루가 인접해 있습니다. "
"주소","제주 서귀포시 신동로47번길 10-12"
"주소(도로명)","제주특별자치도 서귀포시 신동로47번길 10-12"
"주소(지번주소)","제주특별자치도 서귀포시 서호동 1466-15"
"대표번호","064-782-6692"
"영업시간","09:00 - 21:00"
"휴무일","없음"
"취급메뉴","갈치구이, 갈치조림"
"주차시설 유무","있음 "
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 가성비가 좋아요, 양이 많아요"
