"관광타입","음식점"
"음식점명","늘소담"
"개요","새 천년이 시작되는 2000년부터 이곳 한자리에서만 20년 동안 영업을 이어오고 있는 전통의 국숫집입니다. 구수하게 끓여 낸 멸치육수에 김가루와 고춧가루를 듬뿍 얹어 말아 먹는 멸치국수와 돼지사골을 푹 우려낸 육수에 돼지고기 고명으로 맛을 낸 고기 국수, 숯불 향 불고기를 듬뿍 얻은 고기 폭탄 비빔국수, 바지락 육수 베이스에 딱새우 등 각종 해산물로 맛을 낸 칼국수, 제주의 향토음식인 돔베고기, 고기쌈 냉면과 뚱뚱이 김밥, 고추 폭탄 김밥 등을 판매하는 내외국인 관광객은 물론 도민의 사랑을 받는 맛집입니다. E마트, 해광민박, 해녀횟집이 인접해 있습니다."
"주소","제주 제주시 탑동로 31-3"
"주소(도로명)","제주특별자치도 제주시 탑동로 31-3"
"주소(지번주소)","제주특별자치도 제주시 삼도이동 1192-12"
"대표번호","064-757-1325"
"영업시간","09:00 - 21:00"
"휴무일","매주 화요일"
"취급메뉴","보말솥죽, 보말칼국수"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 매장이 청결해요, 친절해요, 가성비가 좋아요, 특별한 메뉴가 있어요"
