"관광타입","음식점"
"음식점명","오마카세미미"
"개요","100퍼센트 예약제로 운영됩니다. 코스는 다른 분들과 함께 진행되오니 시간을 꼭 지켜주시길 바랍니다. 조용한 분위기에서 기분 좋은 식사와 술자리를 제공해 드립니다. 제철 숙성회 오마카세와 비장탄을 이용한 쿠시야끼 오마카세를 맛보시러 오세요. 현지의 자연산 어종이나 고급 스시야에서 사용하는 어종들을 츠모토식으로 숙성하여 사용하고 있습니다. 최대한의 가성비로 오마카세의 문턱을 낮추려 노력하고 제주 특산물을 최대로 사용하려고 노력하고 있습니다. 하귀씨 민박, 오늘나는애월이 인접해 있습니다."
"주소","제주 제주시 애월읍 가문동길 11"
"주소(도로명)","제주특별자치도 제주시 애월읍 가문동길 11"
"주소(지번주소)","제주특별자치도 제주시 애월읍 하귀2리 2680"
"대표번호","0507-1446-9222"
"영업시간","11:40 - 21:50"
"휴무일","매주 화요일"
"취급메뉴","하이볼, 소주"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 특별한 메뉴가 있어요, 가성비가 좋아요"
