"관광타입","음식점"
"음식점명","함덕보배쌤보리김치와게장"
"개요","에메랄드빛 함덕 해변 근처에서 신선한 재료와 장인의 손길이 고스란히 느껴지는 보배쌤 약선 음식을 즐겨보세요. 수십 가지 한약재를 넣어 만든 간장게장, 새우 장, 전복장부터 노르스름하게 구워진 갈치구이, 고등어구이, 시원한 국물의 성게미역국과 황탯국 등 요리연구가 방보배 선생님의 음식을 정성껏 대접하겠습니다. 함덕 맛집 저희 보배쌤보리김치와게장은 연인, 친구, 가족들과의 편안하고 건강한 한 끼를 대접하고자 항상 최선을 다하고 있습니다. 매장 뒤편에 마련된 아름다운 야외 공간은 식사를 하러 방문해 주신 손님들 모두 자유롭게 이용 가능하시며, 천국의 계단 포토 존뿐만 아니라 아이들이 뛰어놀기 좋은 잔디밭이 마련되어 있으니 편하게 이용해 주세요. 보배쌤보리김치와게장 함덕점에서의 식사가 만족스러우신 분들은 테이크아웃코너에서 게장, 새우 장, 보리 김치 등 다양한 메뉴의 포장 판매, 전국 택배가 가능하니 편하게 문의하세요. 2020 약선요리 명인 대상 수상했습니다. 거리의 만찬 59회 출연했습니다. 보배쌤 약선음식이란 약식동원은 먹은 것과 약의 근본은 서로 같다는 뜻에서 출발합니다. 음식은 어디까지나 음식으로써 삶을 윤택하게 해주고 몸에 필요한 영양소를 적절한 방법으로 섭취함으로써 몸의 균형을 잡아주고 면역력을 높여주며 질병의 발생을 조금이나마 막아보는 데 목적이 있습니다. 언제나처럼 찾아주신 손님분들의 발걸음이 후회가 되지 않도록 항상 좋은 재료로 건강한 음식 대접하겠습니다. 함덕해수욕장, 소노벨 제주, 유탑유블레스호텔, 델문도, 라마다 제주함덕호텔이 인접해 있습니다."
"주소","제주 제주시 조천읍 신북로 409 B동 보배쌤보리김치와게장"
"주소(도로명)","제주특별자치도 제주시 조천읍 신북로 409"
"주소(지번주소)","제주특별자치도 제주시 조천읍 함덕리 3375"
"대표번호","064-784-0289"
"영업시간","08:00-21:00"
"휴무일","없음"
"취급메뉴","보배쌤 모둠장 한상, 주인장 모둠구이 한상"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 반찬이 잘 나와요, 친절해요, 양이 많아요"
