"관광타입","음식점"
"음식점명","함덕흑돼지연탄구이"
"개요","청정 제주에서 키운 1등급 흑돼지만을 사용하는 함덕흑돼지연탄구이입니다. 제주 흑돼지 근고기의 맛을 제대로 보여드리겠습니다. 친절한 서비스, 만족스러운 식사를 하실 수 있도록 최선을 다하겠습니다. 흑돼지 주문 시 껍데기 무한리필, 김치찌개 주문 시 무한리필 서비스해 드립니다. 아름다운 함덕 해변에서 맛있는 흑돼지 드시러 와주세요. 함덕해수욕장, 유드림마트, 버드나무집이 인접해 있습니다."
"주소","제주 제주시 조천읍 신북로 535"
"주소(도로명)","제주특별자치도 제주시 조천읍 신북로 535"
"주소(지번주소)","제주특별자치도 제주시 조천읍 함덕리 1273"
"대표번호","0507-1327-2282"
"영업시간","15:00-23:00"
"휴무일","없음"
"취급메뉴","흑돼지한근, 김치찌개"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 가성비가 좋아요, 매장이 청결해요"
