"관광타입","음식점"
"음식점명","사계진미숯불닭갈비 제주삼화점"
"개요","차원이 다른 무한리필, 전국 1위 숯불닭갈비 사계진미에 방문해주셔서 진심으로 감사드립니다. 100퍼센트 신선한 국내산 원육 사용합니다. 3종 숯불닭갈비, 치킨, 닭곰탕, 셀프 바, 음료까지 모두 1인당 15500원 입니다.  생맥주와 소주까지 1인당 6000원에 무제한 입니다. MBC 에브리원, 유튜브 윤택TV, 지붕 없는 식탁, MBC  맛있을지도 시즌4, SBS CNBC 성공의 정석, 꾼, TV조선 한집살림, 서울경제TV 윤태진의 허니투데이, MTN 신영일의 비즈정보 플러스, 저희 사계진미에서는 전국의 멋진 사장님들을 기다리고 있습니다. 가맹문의 02 6428 1010로 연락부탁드립니다. 맨드라미공원, 근린공원이 인접해 있습니다."
"주소","제주 제주시 건주로 33 / 2층"
"주소(도로명)","제주특별자치도 제주시 건주로 33"
"주소(지번주소)","제주특별자치도 제주시 도련일동 1937-5"
"대표번호","064-757-2292"
"영업시간","11:00-23:00"
"휴무일","없음"
"취급메뉴","닭갈비, 비빔막국수"
"주차시설 유무","있음"
"리뷰키워드","가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 친절해요, 양이 많아요"
