"관광타입","음식점"
"음식점명","요레가 "
"개요","고씨네천지국수, 파스꾸찌가 인근에 위치하고 있습니다. 요레는 요리의 제주 방언으로 요레가는 숙성회를 전문으로, 제주에서 나는 식재료로 요리하는 감성요리집입니다. 요레가는 숙성회를 기반으로 제철음식과 한식, 일식을 재해석하여 다양한 주류에 어울리는 음식을 선보입니다. 마냥 서핑이 좋아 제주가 좋아 제주로 이주하여 새로운 삶을 살고 있습니다. 요레가는 애주가 부부가 운영하는 아기자기 작은 공간으로 속닥하게 손님들과 교감하며 정성스러운 음식을 대접하고자 합니다. 주차는 가게 맞은 편 중앙로터리공용주차장 이용하시면 됩니다. 주차요금은 기본 30분 무료, 저녁 5시30분 부터는 무료, 공휴일,주말 무료입니다. 골목주차는 11시 30분 부터 13시 30분까지에만 가능합니다. "
"주소","제주 서귀포시 중앙로 81 1층"
"주소(도로명)","제주특별자치도 서귀포시 중앙로 81"
"주소(지번주소)","제주특별자치도 서귀포시 서귀동 299-4"
"대표번호","0507-1413-8040"
"영업시간","17:00 - 23:30"
"휴무일","없음"
"취급메뉴","모듬 숙성회 가성비최고, 카이센동"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 특별한 메뉴가 있어요, 혼밥하기 좋아요"
