"관광타입","음식점"
"음식점명","제주 반딧불한담 애월점"
"개요","반딧불한담은 제주산 흑돼지, 제주산 은갈치만을 사용하고 있으며 활문어, 활전복, 활어 등 싱싱한 해산물과 제주의 향토 음식을 드실 수 있도록 다양한 메뉴가 준비되어 있습니다. 깔끔하고 멋있는 분위기의 단독 건물로 식사 후 엘리베이터를 타고 루프 탑에 올라가면 아름다운 제주 한담 해변과 한라산을 한눈에 보실 수 있는 환상적인 뷰가 펼쳐집니다. 관광지의 특성상 주차공간이 좁은 곳들이 많지만 저희 업소는 연인, 친구, 가족 단체 등 편안하게 활용하실 수 있는 전용 주차장이 마련되어 있습니다. 남녀 화장실이 분리되어 있는 것은 물론, 유아용 의자와 소파, 쿠션이 따로 구비되어 편안하고 안락한 분위기에서 식사하실 수 있습니다. 반딧불한담은 찾아주시는 모든 손님들께서 기분 좋은 여행이 되도록 좋은 재료로 맛있게 그리고 인심 후하게 준비하고 손님 한 분 한 분께서 만족하실 수 있도록 늘 노력하겠습니다. 세븐일레븐 제주애월한담점, 푸린 제주애월점이 인접해 있습니다."
"주소","제주 제주시 애월읍 애월로1길 24-11"
"주소(도로명)","제주특별자치도 제주시 애월읍 애월로1길 24-11"
"주소(지번주소)","제주특별자치도 제주시 애월읍 애월리 2527-12"
"대표번호","0507-1408-0781"
"영업시간","09:30 - 21:00"
"휴무일","없음"
"취급메뉴","흑돼지 수제돈까스, 제주은갈치 전복게우밥"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 양이 많아요, 가성비가 좋아요"
