"관광타입","음식점"
"음식점명","미스터빠삭 제주외도점"
"개요","안녕하세요. 미스터빠삭 제주외도점 입니다. 매일매일 수작업으로 만드는신선하고 맛있는 흑돼지로 만든 돈까스를맛볼 수 있게 항상 노력하며 제주 돈까스맛집제주외도맛집 하면 바로 떠오르실 수 있게꾸준히 최선을 다 하겠습니다. 오시는 길은공항에서 애월 방향으로 15분 거리에위치하고 있습니다. 2층 개방감 있는 뷰와1층 아늑한 분위기로행복한 추억을 선사해드리겠습니다. 감사합니다. 그라벨호텔, 롯데리아, 대봉식당이 인접해 있습니다."
"주소","제주 제주시 일주서로 7319-1"
"주소(도로명)","제주특별자치도 제주시 일주서로 7319-1"
"주소(지번주소)","제주특별자치도 제주시 외도이동 1924"
"대표번호","0507-1459-7899"
"영업시간","10:00~22:00"
"휴무일","전화문의"
"취급메뉴","치즈돈까스, 흑돼지등심돈까스"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 주차하기 편해요, 매장이 청결해요, 매장이 넓어요"
