"관광타입","음식점"
"음식점명","소금막식당 "
"개요","저렴한 가격에 제주산 생갈치를 선보이고 있습니다. 착한가격 착한갈치 착한식당이 되도록 더욱 노력하겠습니다. 제주도에서 유명 관광지인 쇠소깍에서 해녀이신 어머님이 직접 운영하시는 30년된 식당입니다. 대표 메뉴로는 해물뚝배기, 해물탕, 갈치구이이며, 그밖에 다양한 해산물 요리가 있습니다. 직접 잡은 해산물과 정직한 맛으로 손님들께 보답해드립니다. 또또시, 쇠소깍이 인접해 있습니다. "
"주소","제주 서귀포시 쇠소깍로 151-14 소금막식당"
"주소(도로명)","제주특별자치도 서귀포시 쇠소깍로 151"
"주소(지번주소)","제주특별자치도 서귀포시 하효동 0"
"대표번호","064-767-0883"
"영업시간","09:30 - 20:00"
"휴무일","매주 화요일"
"취급메뉴","착한 제주산 생갈치 구이, 착한 제주산 생갈치 조림"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 가성비가 좋아요, 매장이 넓어요"
