"관광타입","음식점"
"음식점명","다가미 삼양점"
"개요"," 다가미 삼양점을 찾아주셔서 감사합니다.  저희  매장에서는프리미엄  김밥, 전통 수제식혜,수제샌드위치를  판매하고 있으며,  TAKE OUT 전문점으로  매장에서 1-2분거리에 검은모래해변, 옛빨래터, 용천수 놀이터,  해변산책로등 있으니 예쁜 풍경과 함께 즐기시길 권해드립니다. 찾아오실때는 삼양해수욕장을 검색하시면  좀 더쉽게 오실 수 있으시며, 주차는 매장 주변과 바로 앞 공영 주차장을 이용바랍니다. 감사합니다. 강릉선착장, 삼양해수욕장이 인접해 있습니다."
"주소","제주 제주시 선사로8길 22"
"주소(도로명)","제주특별자치도 제주시 선사로8길 22"
"주소(지번주소)","제주특별자치도 제주시 삼양일동 1638-7"
"대표번호","064-725-0033"
"영업시간","09:00-18:00"
"휴무일","매주 일요일"
"취급메뉴","다가미 김밥, 참치로얄김밥"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 양이 많아요, 친절해요, 특별한 메뉴가 있어요"
