"관광타입","음식점"
"음식점명","당케올레국수"
"개요","당케 올레국수는 제주도 표선해수욕장 근처에 있는 국수 전문점이다. 주요 메뉴는 걸쭉하고 칼칼한 맛의 보말칼국수다. 칼국수 메뉴에도 죽처럼 쌀이 들어가 죽과 면을 한 그릇에 맛볼 수 있고, 속까지 뜨끈해지는 맛이 진국이라는 평이 많이 받고 있다. 보말죽 역시 기본적으로 청양고추가 들어가 있어 물리지 않고 끝까지 담백하고 매콤하게 먹을 수 있다. 이외에도 성게 칼국수, 고기 국수, 한치 무침, 자리 무침 등 제주 특산 메뉴가 다양하게 준비돼 있으니 마음껏 즐기면 된다."
"주소","제주특별자치도 서귀포시 표선면 표선당포로 4"
"주소(도로명)","제주특별자치도 서귀포시 표선면 표선당포로 4"
"대표번호","064-787-4551"
"영업시간","08:00~17:00"
"휴무일","둘째,넷째 목요일"
"취급메뉴","보말칼국수"
"주차시설 유무","없음"
"리뷰키워드","음식이 맛있어요, 양이 많아요, 재료가 신선해요, 특별한 메뉴가 있어요, 매장이 넓어요"
