"관광타입","음식점"
"음식점명","기원은갈치 본점"
"개요","안녕하세요. 기원은갈치 대표 인사드립니다. 저희 기원은갈치는 내 자식들에게, 내 부모님에게 대접할 수 있는 음식만을 손님에게 대접한다라는 신념으로 매일 새벽마다 힘차게 문을 열고 준비합니다. 제가 매일, 운영 시간 내내 상주하며 재료 손질부터 요리,그리고 음식 간도 직접 보고 있습니다. 서빙과 계산까지도 모두 하고 있습니다. 식당은 운영자가 상주하느냐 안하느냐의 차이가 매우 크다고 생각합니다. 그래야 손님상에 올라가는 요리의 질과 맛이 달라지기 때문입니다. 단순히 음식만을 팔고 싶지 않습니다. 저희 기원은갈치는 제가 운영하는 한평생 3가지 진심을 담습니다. 첫째, 좋은 재료에 대한 진심입니다. 반찬부터 메인 갈치 조림, 구이까지 좋은 식재료로 조리합니다. 양념은 모두 천연 양념만 사용합니다. 제주 향토 음식 재료에 전라도 엄마의 손맛을 더해 더 맛있는 요리를 손님상에 냅니다. 둘째, 손님과의 인연에 진심 입니다. 저 먼 지역에서도 저희 기원은갈치를 찾아오시는 모든 분들과의 인연을 소중히 생각합니다. 가족, 친구, 연인, 모임. 그 누구와 오더라도 잊을 수 없는 식사가 되실 수 있도록 노력하며 다시 찾아주실 때에도 항상 그 인연에 감사하며 한 분 한 분 맞이 합니다. 셋째, 정직함에 진심 입니다. 눈 앞에 보이는 이익을 쫒으며 눈속임 하고 싶지 않습니다. 최고가 될 수 없을진 몰라도 떳떳하게, 그리고 항상 성실하게 기원은갈치를 운영하겠습니다. 제주 중문 갈치요리, 엄마손맛의 진심 입니다. 기원은갈치 대표 올립니다. 제주호텔, 까망돼지, 맛있는고깃집이 인접해 있습니다."
"주소","제주 서귀포시 색달중앙로 22"
"주소(도로명)","제주특별자치도 서귀포시 색달중앙로 22"
"주소(지번주소)","제주특별자치도 서귀포시 색달동 2277-3"
"대표번호","0507-1397-7758"
"영업시간","10:00 - 21:00"
"휴무일","전화문의"
"취급메뉴","통갈치조림, 통갈치구이"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 양이 많아요, 주차하기 편해요"
