"관광타입","음식점"
"음식점명","항해진미"
"개요","제주 중문에서 가장 좋은 바다 뷰를 볼 수 있는 항해진미는 신선한 사시미와 스시 초밥, 해물찜 등 다양한 씨푸드 요리의 만찬을 즐길 수 있는 중문 최고의 씨푸드 펍 다이닝입니다. 올레길 8코스, 요트 마리나항에 위치하여 식사와 더불어 멋진 풍경을 즐기실 수 있습니다. 또한 호텔처럼 품격 있는 인테리어와 서비스는 다양한 단체, 모임, 파티 및 돌잔치, 칠순 잔치 등을 진행하기에 더없이 좋은 장소이기도 합니다. 퍼시픽 리솜 주차장, 요트 선착장, 더클리프, 퍼시픽랜드르방블랑제가 인접해 있습니다."
"주소","제주 서귀포시 중문관광로 154-17"
"주소(도로명)","제주특별자치도 서귀포시 중문관광로 154-17"
"주소(지번주소)","제주특별자치도 서귀포시 색달동 2950-17"
"대표번호","064-739-3400"
"영업시간","12:00 - 21:00"
"휴무일","매주 수요일"
"취급메뉴","해물라멘, 후토마끼"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 뷰가 좋아요, 재료가 신선해요, 친절해요, 매장이 넓어요"
