"관광타입","음식점"
"음식점명","단소바"
"개요","제주 소바 맛집, 단소바를 찾아주셔서 감사합니다. 제주도 한림 해안 도로에 위치한 단소바는 옛 제주 구옥을 개조한 아기자기한 인테리어의 실내와 깔끔한 야외 정원에서 즐기는 메밀소바 전문점입니다. 정원에는 아이들이 뛰어놀 수 있는 놀이공간도 마련되어 있습니다. 반려견 등 애완동물도 함께 할 수 있지만 다른 손님께 피해가 가지 않도록 에티켓을 지켜주시기 바랍니다. 료리야, 제주모레가 인접해 있습니다."
"주소","제주 제주시 한림읍 한림해안로 460"
"주소(도로명)","제주특별자치도 제주시 한림읍 한림해안로 460"
"주소(지번주소)","제주특별자치도 제주시 한림읍 수원리 249"
"대표번호","064-796-8388"
"영업시간","11:00 - 16:30"
"휴무일","매주 일요일"
"취급메뉴","온소바, 초계소바"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 인테리어가 멋져요, 재료가 신선해요, 매장이 청결해요"
