"관광타입","음식점"
"음식점명","죽이야기 제주 삼화점"
"개요","죽이야기입니다. 음식으로 사람을 이롭게 하자는 마음가짐을 바탕으로 청결과 맛을 최우선하여 주문 즉시 조리해 전해드리고 있습니다. 찾아주신 분들에게 즐거운 식사시간을 대접하기 위해 최선의 노력을 다하겠습니다. 매장마다 조리방법이 상이할 수 있으니 자세한 사항은 각 매장 전화번호로 연락 부탁드립니다. 이유식 구매를 원하시는 고객님은 주문 매장에 연락 부탁드립니다. 맨드라미공원, 더벤티, 근린공원이 인접해 있습니다."
"주소","제주 제주시 건주로4길 6-8 102호"
"주소(도로명)","제주특별자치도 제주시 건주로4길 6-8"
"주소(지번주소)","제주특별자치도 제주시 도련일동 1938-3"
"대표번호","064-758-6233"
"영업시간","08:30-20:00/20:30"
"휴무일","전화문의"
"취급메뉴","완도전복죽, 모듬해물죽"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 매장이 청결해요, 혼밥하기 좋아요"
