"관광타입","음식점"
"음식점명","신이내린닭 신제주신이점"
"개요","라산그룹만의 브랜드를 만들어가는 과정에서 희사의 비전인 공존공영을 실행하기 위해 세가지 전략 중 하나인 소통을 앞세워 모두의 의견을 반영한 브랜드가 바로 신이내린닭입니다. 젊은 감각의 직원들이 외식업 트렌드 분석을 통해 닭과 와인을 한국인 입맛에 맞춰 메뉴 개발을 하였습니다. 그 중에서도 대표 메뉴는 치킨과 오븐닭으로 나눠져 있습니다. 치킨은 튀김 옷과 소스에 중심을 두고 오븐닭은 구운 닭의 본연의 맛을 살려 개발 되었있습니다. 농협, 냠냠치킨이 인접해 있습니다."
"주소","제주 제주시 국기로 50"
"주소(도로명)","제주특별자치도 제주시 국기로 50"
"주소(지번주소)","제주특별자치도 제주시 연동 1522-3"
"대표번호","064-900-9066"
"영업시간","16:00 -  00:30"
"휴무일","없음"
"취급메뉴","숯불양념구이, 블랙페퍼치킨"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 가성비가 좋아요, 특별한 메뉴가 있어요, 친절해요"
