"관광타입","음식점"
"음식점명","마마네회포장 "
"개요","저희 가게는 오픈한 지 1년 3개월 정도 된 회포장가게 입니다. 매일 올레시장 안에 있구요. 조그만 곳이지만 싱싱한 횟감과 해산물을 저렴한 가격에 맛있게 드실 수 있답니다.  간단하게 드시고 가실수 있는 공간도 있으니 제주 오심 한 번 들려주세요. 맛있게 대접하겠습니다. 행복한 하루 하루 되세요. 서귀포올레시장 3번출구 KT후문 태성가구사거리에 위치해 있습니다. "
"주소","제주 서귀포시 중앙로48번길 13"
"주소(도로명)","제주특별자치도 서귀포시 중앙로48번길 13"
"주소(지번주소)","제주특별자치도 서귀포시 서귀동 276-16"
"대표번호","064-762-7972"
"영업시간","10:00 - 22:00"
"휴무일","격주 수요일 "
"취급메뉴","돌돔, 능성어_구문쟁이"
"주차시설 유무","있음 "
"리뷰키워드","친절해요, 음식이 맛있어요, 재료가 신선해요, 가성비가 좋아요, 양이 많아요"
