"관광타입","음식점"
"음식점명","부두식당"
"개요","직접 운영하는 승찬호로 잡아 올린 싱싱한 해산물들로 금액이 저렴할 수 있으며 푸짐하게 준비하고 있습니다. 40년 전통의 부두식당은 매일매일 적접 만드는 밑반찬들과 제주 향토 음식 전문점으로 제주 갈치 조림, 제주도 갈치구이 한 마리, 우럭 통조림, 제주도 갈치국, 성게미역국, 고등어회, 대방어회, 등등 바닷가에서 나오는 모든 해산물들을 전문적으로 다루고 있는 제주 모슬포에 위치한 횟집 전문점입니다. 갓 잡아 올린 싱싱한 해산물들을 편안한 분위기 속에서 좋은 가격으로 푸짐하고 맛있게 드시고 즐거운 제주 여행 되시길 바랍니다. 돈지식당, 항구식당이 인접해 있습니다."
"주소","제주 서귀포시 대정읍 하모항구로 62 부두식당"
"주소(도로명)","제주특별자치도 서귀포시 대정읍 하모항구로 62"
"주소(지번주소)","제주특별자치도 서귀포시 대정읍 하모리 770-9"
"대표번호","064-794-1223"
"영업시간","10:00 - 22:00"
"휴무일","없음"
"취급메뉴","특대방어회, 고등어회"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 양이 많아요, 특별한 메뉴가 있어요"
