"관광타입","음식점"
"음식점명","헬스케어 차이나타운 "
"개요","안녕하세요. 서귀포 차이나타운입니다. 저희 서귀포 차이나타운에서는 전면 통유리로 된 창문을 통해 제주바다를 감상하며 식사하실 수 있습니다. 80명까지 오실 수 있는 단체룸도 준비되어 있습니다. 통영에서 들어온 싱싱한 굴로 요리한 굴짬뽕과 제주도 흑돼지를 사용한 탕수육 그 외 신선한 재료로 조리한 중화요리가 준비 되어 있습니다. 정성을 다해 최고의 맛으로 보답하겠습니다. 감사합니다. 남주고등학교, 비바리 동산이 인접해 있습니다. "
"주소","제주 서귀포시 동홍로 332 차이나타운"
"주소(도로명)","제주특별자치도 서귀포시 동홍로 332"
"주소(지번주소)","제주특별자치도 서귀포시 토평동 2712"
"대표번호","064-733-2111"
"영업시간","10:00 - 21:00"
"휴무일","없음"
"취급메뉴","굴짬뽕, 짜장면"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 매장이 넓어요, 친절해요, 주차하기 편해요, 단체모임 하기 좋아요"
