"관광타입","음식점"
"음식점명","꾸브라꼬숯불두마리치킨 중문점"
"개요","안녕하세요. 꾸브라꼬입니다. 저희 꾸브라꼬는 400도 숯불가마에서 구워내는 웰빙 숯불치킨의 진정한 맛의 진수를 보여드리겠습니다. 순살 크기가 어린아이 손바닥만 합니다. 아이들이 먹기에 불편할 수 있습니다. 요청사항란에 순살 잘라주세요 라고 적어주시면 커팅 해드립니다. 기본적으로도 치킨이 살짝 매콤한 맛이 있습니다. 아이와 같이 드실 고객님들은 참고해주세요. 항상 가족이 먹는다 생각하며 조리에 임하고 있기 때문에 맛과 퀄리티에서 어느 곳보다 앞선다고 자부합니다. 또한 매일 하루 분량의 닭만 받아 그날그날 조리를 하고 있기 때문에 신선도, 위생적인 부분에서도 굉장히 깔끔하다고 과감히 말씀드릴 수 있습니다. 믿고 먹는 꾸브라꼬입니다. 숯불하면 꾸브라꼬입니다. 야식하면 꾸브라꼬라고, 모든 고객님들께 기억될 수 있도록 항상 최선을 다하겠습니다. 양쌤헤어, 골드킹 피자가 인접해 있습니다."
"주소","제주 서귀포시 천제연로 266 꾸브라꼬숯불두마리치킨 중문점"
"주소(도로명)","제주특별자치도 서귀포시 천제연로 266"
"주소(지번주소)","제주특별자치도 서귀포시 중문동 1884-5"
"대표번호","064-738-6990"
"영업시간","16:00-01:50"
"휴무일","없음"
"취급메뉴","숯불소금구이, 숯불양념구이"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 양이 많아요, 친절해요, 재료가 신선해요, 가성비가 좋아요"
