"관광타입","음식점"
"음식점명","제주영롱가 본점"
"개요","저희 제주영롱가는 제주공항근처 아라동에 위치해 있는 제주흑돼지 전문점입니다. 제주도에 육가공 공장을 직접운영하며 홈플러스에 납품한바 있을 정도로 믿고 드실수 있는 제주흑돼지를 제공하고 있습니다. 250명을 수용할 수 있는 대형음식점으로 각종 단체모임을 할 수 있고 작은룸도 있어 각종모임을 하기에도 안성맞춤입니다. 제주영롱가에서 제주흑돼지 본연 그대로의 맛을 느껴보세요. 제주대학교병원, 염광아파트가 인접해 있습니다."
"주소","제주 제주시 인다15길 16"
"주소(도로명)","제주특별자치도 제주시 인다15길 16"
"주소(지번주소)","제주특별자치도 제주시 아라일동 1814"
"대표번호","064-751-8892"
"영업시간","11:00 - 22:00"
"휴무일","없음"
"취급메뉴","흑돼지오겹살, 흑돼지목살"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 매장이 넓어요, 주차하기 편해요, 친절해요, 재료가 신선해요"
