"관광타입","음식점"
"음식점명","오조미야"
"개요","베스트 메뉴는 성게미역국, 전복죽, 제주 들깨 쑥떡국, 해초 성게비빔밥, 숯불구이 장어덮밥, 고등어구이, 제주 해물탕, 해물 범벅입니다. 가족이 함께 먹기에 좋은 깔끔하고 든든한 아침 식사 메뉴와 술이 절로 들어가는 시원한 국물의 해물탕과 해물찜이 준비되어 있습니다. 저희는 제주 성산 올레길 1코스, 제주도 성산 일출봉과 섭지코지 근처에 위치하고 있습니다. 스누피 가든, 빛의 벙커, 블루보틀, 섭지코지, 용눈이오름, 광치기 해변, 우도, 카페 오른, 성산읍 취다선리조트 등 유명한 관광지 가까이에 위치해 있습니다. 제이토스트, 포덕수산이 인접해 있습니다."
"주소","제주 서귀포시 성산읍 해맞이해안로 2690"
"주소(도로명)","제주특별자치도 서귀포시 성산읍 해맞이해안로 2690"
"주소(지번주소)","제주특별자치도 서귀포시 성산읍 오조리 398-10"
"대표번호","0507-1444-2930"
"영업시간","08:00-22:00"
"휴무일","매주 수요일"
"취급메뉴","제주 들깨 쑥떡국, 전복 영양죽"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 인테리어가 멋져요, 재료가 신선해요, 양이 많아요, 친절해요"
