"관광타입","음식점"
"음식점명","전복마을"
"개요","건강을 위해 오직 전복에 진심인 제주도 밥카페입니다. 색다른 전복 요리를 맛볼 수 있는 전복퓨전음식점 전복마을입니다. 제주여행에서 추억남기기와 함께 먹방의 추억도 담아가세요. 아모렉스리조트에 자리하고 있는 전복마을입니다. 주변에 도두봉, 도두무지개해안도로, 이호테우해변, 이호해수욕장 등 관광명소와 가까이 위치하고 있어서 관광, 드라이브, 데이트 코스로도 좋아요. 신선한 전복을 매일 작업하기 때문에 싱싱하고 건강한 먹거리들을 만나볼 수 있습니다. 퐁당퐁당 리얼전복죽, 불맛입은 매콤전복낙지덮밥, 얼음동동 시원한 한치전복물회 그리고 진심해장 칼칼한 전복해물뚝배기로 시원하고 개운한 맛을 즐길 수 있습니다. 혼밥하기에도 좋은 창가 자리도 있어서 멀리보이는 바다뷰도 좋답니다. 오전 7시부터 아침식사도 가능합니다. 이호테우해변, 동문시장, 감성일곱가득, 설악산황태가 인접해 있습니다."
"주소","제주 제주시 서해안로 216 아모렉스리조트 1층"
"주소(도로명)","제주특별자치도 제주시 서해안로 216"
"주소(지번주소)","제주특별자치도 제주시 도두일동 1742"
"대표번호","0507-1459-7014"
"영업시간","07:00-19:00"
"휴무일","매주 월요일"
"취급메뉴","전복죽, 매콤전복낙지덮밥"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 양이 많아요, 매장이 청결해요"
