"관광타입","음식점"
"음식점명","넘은 봄"
"개요","넘은 봄은 직접 보고, 경험하며, 느낀 제주를 지역 농가와 상생하며, zero waste, 탄소 발자국을 실천하며 운영합니다. 현대적으로 재해석한 이노베이티브 한식 비스트로 컨셉의 레스토랑으로 김녕 마을과 청굴물과 하나가 된 바다를 바라보며 제주의 자연을 느끼고 경험할 수 있는 제주 음식 연구소입니다. 주류는 내추럴 와인을 판매하며 주류 주문은 필수입니다. 카페 청굴물, 스코리아청굴물이 인접해 있습니다."
"주소","제주 제주시 구좌읍 김녕로1길 75-1"
"주소(도로명)","제주특별자치도 제주시 구좌읍 김녕로1길 75-1"
"주소(지번주소)","제주특별자치도 제주시 구좌읍 김녕리 1296"
"대표번호","0507-1340-1182"
"영업시간","17:00 - 22:00"
"휴무일","매주 화요일, 수요일"
"취급메뉴","감태면, 제주 마른두부"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 특별한 메뉴가 있어요, 뷰가 좋아요, 친절해요"
