"관광타입","음식점"
"음식점명","전망대횟집"
"개요","안녕하세요. 비양도가 가장 아름답게 보이는 전망대횟집입니다. 제주 현지인이 찾는 제주도 횟집을 찾고 계신가요. 현지인이 즐겨 찾는 자연산 모둠회와 자연산 모둠 물회 그리고 겨울에는 방어회가 인기 메뉴입니다. 한수리 어촌계 해녀들이 직접 잡은 100퍼센트 자연산 해산물과 싱싱한 저희 고장의 어부들이 낚은 고기들로 손님 상에 정직하게 공급해 드리고 있습니다. 돌문어, 돌낙지, 성게, 돌미역, 뿔소라, 딱새우, 게우밥, 전복버터구이, 게우젓 등등의 해산물과 싱싱한 회를 김, 게우젓과 함께 싸먹는 음식을 손님들께 제공해 드리고 있습니다. 저희 가게에 오셔서 소중한 사람들과 즐겁고 소중한 추억 만들어 가셨으면 좋겠습니다. 톤대섬, 제주체험마을이 인접해 있습니다."
"주소","제주 제주시 한림읍 한림해안로 229-14"
"주소(도로명)","제주특별자치도 제주시 한림읍 한림해안로 229-14"
"주소(지번주소)","제주특별자치도 제주시 한림읍 한수리 914-9"
"대표번호","064-796-7308"
"영업시간","11:00 - 22:00"
"휴무일","매주 수요일"
"취급메뉴","옥돔구이, 매운탕"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 뷰가 좋아요, 가성비가 좋아요"
