"관광타입","음식점"
"음식점명","보일식당 보목본점"
"개요","서귀포 시내에서 오랫동안 운영한 보일 식당이 보목포구에서 새롭게 시작합니다. 넷플릭스 수리남 촬영지, 허니문하우스 차로 5분 이내입니다. 올레길6코스 경로상에 있어서 접근성이 너무 좋습니다. SNS 인기 포토존으로 유명한 보목포구도 바로 앞에있어요. 아름다운 제주바다 앞 보일 식당에서 맛있는 한 끼, 좋은 추억 만들고 가세요. 갈치조림 갈치구이 갈치 국 한치 물회 전부다 준비되어 있습니다. 보목포구, 잠수식당이 인접해 있습니다."
"주소","제주 서귀포시 보목포로 45 1층"
"주소(도로명)","제주특별자치도 서귀포시 보목포로 45"
"주소(지번주소)","제주특별자치도 서귀포시 보목동 563"
"대표번호","0507-1370-0840"
"영업시간","10:00 - 21:00"
"휴무일","없음"
"취급메뉴","갈치조림, 갈치구이"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 양이 많아요, 가성비가 좋아요"
