"관광타입","음식점"
"음식점명","목스키친"
"개요","제주 서귀포시 표선에 있는 목스키친은 제주 감성이 가득 묻어있는 퓨전 양식 맛집이다. 핑크빛 외관이 눈에 띄어 찾기 쉬우며 테라스가 있어 날이 좋을 때 표선 앞바다를 보며 식사하기 좋은 곳이다. 실내에 들어서면 아기자기한 소품들로 꾸며놓은 포토존도 있다. 목스키친의 메뉴는 제주 닮은 리조또, 제주 많은 필라프, 그대와 제주 라멘으로 모두 제주산 해산물이 들어간다. 황게, 전복, 딱새우 등이 올라간 리조또는 수제 로제 소스로 만들어 해산물을 안 좋아하는 사람도 부담 없이 즐길 수 있다. 테이블에서 치즈를 직접 그레이터로 갈아 주어 재미를 더한다. 매일더탐나, 알토산회센터가 인접해 있습니다."
"주소","제주특별자치도 서귀포시 표선면 일주동로6455번길 21"
"주소(도로명)","제주특별자치도 서귀포시 표선면 일주동로6455번길 21"
"주소(지번주소)","제주특별자치도 서귀포시 표선면 토산리 423-3"
"대표번호","010-3157-0828"
"영업시간","10:00~20:00"
"휴무일","없음"
"취급메뉴","제주로운 파스타, 제주 가득한 파스타"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 뷰가 좋아요, 특별한 메뉴가 있어요, 재료가 신선해요, 친절해요"
