"관광타입","음식점"
"음식점명","꺼멍연탄구이 신화월드점"
"개요","오랜 시간 동안 로컬 맛집으로 사랑받아 온 도민 맛집입니다. 주변 펜션 사장님들이나 관광택시, 버스기사님들 통해서 알음알음 입소문으로 많이 알려진 도민 맛집입니다. 얼핏 보기엔 평범해 보이지만 감칠맛 나는 불 맛이 제대로 살아있어 구수하고 육즙 좔좔 흐르는 품질 좋은 고기를 맛보실 수 있습니다. 연탄구이로 결마다 불향이 살아있는 진정한 흑돼지를 맛보세요. 주변에 오설록티뮤지엄, 소인국테마파크, 신화월드, 카멜리아힐 등 둘러볼 만한 곳들이 많아 관광코스 짜기에 제격입니다. 사장님께서 가끔 둘러보기 좋은 관광코스를 추천해 주시기도 합니다. 단당류, 굿모닝마트, 돈와랑이 인접해 있습니다. "
"주소","제주 제주시 한경면 명이5길 4 꺼멍연탄구이"
"주소(도로명)","제주특별자치도 제주시 한경면 명이5길 4"
"주소(지번주소)","제주특별자치도 제주시 한경면 저지리 3007-1"
"대표번호","064-772-2824"
"영업시간","11:30-21:00"
"휴무일","매주 수요일"
"취급메뉴","흑오겹살, 흑목살"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 가성비가 좋아요, 주차하기 편해요"
