"관광타입","음식점"
"음식점명","서귀포장수해장국 "
"개요","한 자리에서 우직하게 30년 전통을 이어 가고 있는 서귀포 장수해장국입니다. 항상 가족이 먹는다는 생각으로 최선을 다해 한 그릇 한 그릇 정성을 담아내고 있습니다. 제주산 돼지 등뼈 사골을 12시간 이상 푹 고와 정성을 다해 새벽부터 음식을 준비하여 고객님께 최선을 다해 한결같은 맛과 서비스로 보답하고자 최선을 다하고 있습니다. 성원에 감사드리며 항상 고맙고 감사합니다. 신서귀포 2청사 정문 맞은편 KT 건물 뒤 1층 장수해장국 입니다. 제주고기가 인접해 있습니다. "
"주소","제주 서귀포시 신서귀로51번길 11 1층 장수해장국"
"주소(도로명)","제주특별자치도 서귀포시 신서귀로51번길 11"
"주소(지번주소)","제주특별자치도 서귀포시 법환동 736"
"대표번호","064-739-4161"
"영업시간","06:30 - 15:00"
"휴무일","매주 금요일 "
"취급메뉴","돼지뼈해장국, 소고기우거지해장국"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 양이 많아요, 친절해요, 가성비가 좋아요, 재료가 신선해요"
