"관광타입","음식점"
"음식점명","해녀촌"
"개요","탱글탱글 신선한 회를 매콤하게 무쳐 국수와 함께 내는 회 국수는 동복리 해녀촌의 인기 메뉴입니다. 일반 국수와 다를 바 없어 보이지만 커다란 접시에 한가득 나오는 회와 굵은 면발은 가격도 저렴할 뿐 아니라 양도 푸짐하여 인기랍니다. 동복리 해녀회에서 운영하기 때문에 언제나 싱싱한 횟감으로 국수를 말아 계절에 따라 다른 회 국수를 맛볼 수 있지요. 성게알이 잔뜩 들어간 성게 국수도 별미라고 하네요. 촌촌해녀촌, 동복뚝배기가 인접해 있습니다."
"주소","제주 제주시 구좌읍 동복로 33"
"주소(도로명)","제주특별자치도 제주시 구좌읍 동복로 33"
"주소(지번주소)","제주특별자치도 제주시 구좌읍 동복리 1502-1"
"대표번호","064-783-5438"
"영업시간","09:00 - 19:00"
"휴무일","둘째, 넷째 화요일"
"취급메뉴","회국수, 성게국수"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 뷰가 좋아요, 재료가 신선해요, 주차하기 편해요, 특별한 메뉴가 있어요"
