"관광타입","음식점"
"음식점명","목장카페드르쿰다"
"개요","제주 속의 또 다른 제주를 느낄 수 있는 목장 카페 드르쿰다는 제주도의 넓은 들판을 바라보며 커피를 마실 수 있는 탁 트인 실내공간과 승마와 카트, 동물 먹이 주기 체험 등을 모두 한 곳에서 할 수 있는 올인원 카페이다. 실외에는 넓고 푸른 초원 위에 다양한 소품들이 있어서 구석구석이 포토존으로, 어디서 사진을 찍던 멋진 인생 사진을 찍을 수 있다. 또한 세상에 하나뿐인 자전거를 마음껏 탈 수 있는 공간도 마련되어 있다. 36개월 아이가 탈 수 있는 체험 승마부터 성인을 위한 장거리 승마까지 준비되어 있어 남녀노소 즐길 거리, 먹을거리가 가득하다."
"주소","제주특별자치도 서귀포시 표선면 번영로 2454"
"주소(도로명)","제주특별자치도 서귀포시 표선면 번영로 2454"
"주소(지번주소)","제주특별자치도 서귀포시 표선면 성읍리 2873"
"대표번호","064-787-5220"
"영업시간","09:00~18:00"
"휴무일","없음"
"취급메뉴","방앗간 흑당 보리 라떼, 방앗간 흑당 보리 우유"
"주차시설 유무","있음"
"리뷰키워드","뷰가 좋아요, 사진이 잘 나와요, 친절해요, 주차하기 편해요, 음료가 맛있어요"
