"관광타입","음식점"
"음식점명","제주 귀덕 골방 애월과협재사이"
"개요","예약제로만 운영합니다. 1인 좌석 3자리가 메인이기 때문에 혼자 여행하시는 분에게 최적인 곳입니다. 신청곡을 영상으로 틀어주며 신청곡에 장르 제한은 없습니다. 술은 다양한 싱글몰트위스키, 하이볼, 칵테일, 와인입니다. 안주는 샤퀴테리와 치즈가 있어요. 간단한 안주는 가지고 오셔도 됩니다. 냄새 안 나는 과자나 견과류 과일 등 치킨, 피자, 족발, 회, 햄버거 등 냄새나는 거 안돼요. HIFI 시스템으로 자신이 좋아하는 음악을 감상하시면서 술 한잔하기 좋아요. 보고 듣는 음악에 중점을 두고 있기 때문에 대화가 불가능합니다. 지브로, 귀덕2리사무소가 인접해 있습니다."
"주소","제주 제주시 한림읍 귀덕5길 33"
"주소(도로명)","제주특별자치도 제주시 한림읍 귀덕5길 33"
"주소(지번주소)","제주특별자치도 제주시 한림읍 귀덕리 4043"
"대표번호","0507-1341-3614"
"영업시간","15:00 - 22:50"
"휴무일","없음"
"취급메뉴","제주 하이볼, 발베니"
"주차시설 유무","있음"
"리뷰키워드","음악이 좋아요, 혼술하기 좋아요, 인테리어가 멋져요, 술이 다양해요, 친절해요"
