"관광타입","음식점"
"음식점명","치로리"
"개요","12월 연말 영업 안내를 읽어주세요. 4평 남짓한 작은 가게로 일본 술과 그에 어울리는 작은 안주들을 준비해 놓습니다. 술을 드시는 분들을 위한 공간으로 주류 주문은 필수이며, 한국 주류는 판매하지 않습니다. 모든 메뉴는 계절과 그날의 상태에 따라 변동됩니다. 츠마미코스 주문은 예약 시 말씀해 주세요. 예약은 7시 오픈 예약만 가능하며, 그 이후의 시간은 전화 문의 또는 방문 시 대기 순으로 안내해 드립니다. 예약은 일주일 단위로 받습니다. 4인 이상의 방문은 어렵습니다. 일행분 중 한 분이라도 비음주 시 입장을 금합니다. 플러스마트, 청풍아트빌이 인접해 있습니다."
"주소","제주 제주시 고마로 94"
"주소(도로명)","제주특별자치도 제주시 고마로 94"
"주소(지번주소)","제주특별자치도 제주시 일도이동 378-7"
"대표번호","0507-1310-8789"
"영업시간","19:00 - 02:00"
"휴무일","매주 일요일"
"취급메뉴","가라아게, 일본식 카레"
"주차시설 유무","없음"
"리뷰키워드","음식이 맛있어요, 혼술하기 좋아요, 술이 다양해요, 친절해요, 특별한 메뉴가 있어요"
