"관광타입","음식점"
"음식점명","우도물들이해녀의집 "
"개요","1. 사장님이 해녀입니다. 그날그날 직접잡은 해산물로 음식을 만드시기 때문에 제주도 그 어떤 식당보다 신선한 맛집입니다. 2. 보말 톳 칼국수와 보말죽, 해물라면이 정말 맛있고, 전복물회 및 모듬물회가 특히 인기가 좋습니다. 3 식당이 좁진 않지만, 테이블간격을 일부러 넓게 해놔서, 다른 손님들의 방해없이 식사하는게 가능합니다. 제주도는 생각보다 테이블간격이 좁은 식당이 많아서 불편함을 느끼시는 분들도 있는데, 여기는 그런 부분이 없습니다. 4. 사장님이 제주도 우도의 대표이다라는 생각을 가지고 식당을 운영하고 계십니다. 음식에 대한 자부심이 대단한 맛집입니다. 5. 사장님이 굉장히 친절하십니다. 항상 웃는 얼굴로 손님을 맞이해주십니다. 6. 바로 앞에 바다가 있어서 전경이 무척 좋은 맛집입니다. 바다를 보면서 식사를 하는 멋이 아주 좋습니다. 7. 모든 식재료를 직접 잡아서 쓰기 때문에, 가성비가 뛰어나며 깊은 맛이 있는 우도 최고 맛집입니다. 하우목동항, 주흥동방파제, 오봉리사무소가 인접해 있습니다."
"주소","제주 제주시 우도면 우도해안길 572"
"주소(도로명)","제주특별자치도 제주시 우도면 우도해안길 572"
"주소(지번주소)","제주특별자치도 제주시 우도면 연평리 813"
"대표번호","010-4374-7726"
"영업시간","09:00-19:00"
"휴무일","없음"
"취급메뉴","보말톳칼국수, 모듬물회"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 뷰가 좋아요, 친절해요, 주차하기 편해요"
