"관광타입","음식점"
"음식점명","제주공항본점공항뚝배기"
"개요","제주도공항뚝배기 본점입니다. 저희매장은 제주도에서 가장 가성비 좋은매장입니다. 제주공항인근 1.5km 자동차로 3분거리에 있습니다. 제주공항에서 출발히실때나, 돌아가실때 모두 공항 출입하기 좋은 위치에 있습니다, 주차공간도 넉넉하오니 편안하게오시면 됩니다. 국내최초로 해물뚝배기와 흑돼지화로숯불갈비를 적용시킨매장입니다. 화로구이 숯은 고급참숯을 사용하여 드시기에 부족함없는 화력으로 제공해드립니다. 가성비, 맛, 신선한재료등 가성비 최고의 맛으로 보답드리는 매장이되겠습니다. 주차장은 건물뒷편에 크게있습니다. 오봉집, GS25가 인접해 있습니다."
"주소","제주 제주시 연삼로 31"
"주소(도로명)","제주특별자치도 제주시 연삼로 31"
"주소(지번주소)","제주특별자치도 제주시 연동 149-2"
"대표번호","0507-1309-1713"
"영업시간","07:30~16:00"
"휴무일","매주 금요일"
"취급메뉴","전복뚝배기세트, 전복죽"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 가성비가 좋아요, 친절해요, 재료가 신선해요, 매장이 청결해요"
