"관광타입","음식점"
"음식점명","계절식탁 함덕점"
"개요","제주 함덕 맛집 계절식탁 함덕점입니다. 함덕해수욕장 바로 앞에 있어 식사하면서 함덕해수욕장 풍경과 저녁에는 제주 노을을 볼 수 있습니다. 주메뉴로는 제주를 대표하는 해산물을 판매하고 있습니다. 고등어회, 딱새우 회, 갈치회, 갈치조림, 갈치구이, 전복 물회, 제주 황게탕, 제주 몸국 등이 있습니다. 넓은 실내, 깔끔한 인테리어, 함덕해수욕장 뷰까지 맛있는 음식과 쾌적한 공간에서 편안한 식사를 할 수 있도록 준비했습니다. 함덕해수욕장, 교촌치킨 함덕점이 인접해 있습니다."
"주소","제주 제주시 조천읍 조함해안로 510 2층"
"주소(도로명)","제주특별자치도 제주시 조천읍 조함해안로 510"
"주소(지번주소)","제주특별자치도 제주시 조천읍 함덕리 1004-41"
"대표번호","0507-1432-6577"
"영업시간","11:30-22:00"
"휴무일","없음"
"취급메뉴","고등어회, 모둠물회"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 뷰가 좋아요, 재료가 신선해요, 친절해요, 특별한 메뉴가 있어요"
