"관광타입","음식점"
"음식점명","산지물 신제주점"
"개요","다양한 종류의 회를 맛볼 수 있는 회 전문점입니다. 넓고 쾌적한 실내인데요. 황돔, 모듬회, 쥐치회, 한치회, 전복회를 비롯하여 쥐치조림, 우럭조림, 갈치조림, 코스요리, 전복물회 등을 맛볼 수 있습니다. 코스로 나오는 산지물코스는 다양한 요리를 한번에 맛볼 수 있습니다. 또한 방어회코스로 부드럽고 고소한 방어의 참맛을 느껴보시길 바랍니다. 제주공항 근처에 있습니다. 애향포차, 경상도아지매가 인접해 있습니다."
"주소","제주 제주시 신대로10길 53"
"주소(도로명)","제주특별자치도 제주시 신대로10길 53"
"주소(지번주소)","제주특별자치도 제주시 연동 271-9"
"대표번호","064-745-5799"
"영업시간","10:00 - 22:00"
"휴무일","없음"
"취급메뉴","자리물회, 갈치조림"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 양이 많아요, 친절해요, 가성비가 좋아요"
