"관광타입","음식점"
"음식점명","돌담길괴기집 애월곽지"
"개요","저희 흑돼지는 로즈마리로 숙성하여 흑돼지의 잡내를 꽉 잡았습니다. 찍어 먹는 젓갈은 비릿하지 않게 깔끔, 담백합니다. 제주에서 가장 제주스럽게 예쁜 정원에서 흑돼지를 드실 수 있습니다. 사장님의 셰프 경력 33년, 대한민국 한식 국가대표입니다. 예쁜 정원에서 특별한 추억 만들기입니다. 충청북도교육청제주교육원, 자주올레펜션이 인접해 있습니다."
"주소","제주 제주시 애월읍 곽지5길 8-11"
"주소(도로명)","제주특별자치도 제주시 애월읍 곽지5길 8-11"
"주소(지번주소)","제주특별자치도 제주시 애월읍 곽지리 1621-1"
"대표번호","0507-1361-1107"
"영업시간","17:00 - 22:00"
"휴무일","매주 일요일"
"취급메뉴","제주 흑돼지 근고기, 흑돼지 김치찌개"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 양이 많아요, 뷰가 좋아요"
