"관광타입","음식점"
"음식점명","함덕해물라면오빠ZIP"
"개요","함덕해수욕장 서우봉 부근에 위치한 함덕 해물라면, 보말칼국수, 전복 치즈 밥을 맛보실 수 있는 식당입니다. 제주 함덕 소노벨 근처에서 5분 거리에 위치해 있습니다. 손님분들에게 즐거움과 잊지 못할 추억을 안겨드리겠습니다. 특제 소스 조리를 하며 숙성해서 라면을 조리하고 있으며 신선한 재료들과 함께하면 잊지 못할 추억이 될 것입니다. 최상의 서비스, 최상의 청결함과 고객 만족에 최선을 다하겠습니다. 반려동물 케이즈 가방 및 유모차를 소지해서 매장에 입장하여 주시면 감사하겠습니다. 많은 참조 부탁드립니다. 감사합니다. WIND, 제주필름이 인접해 있습니다."
"주소","제주 제주시 조천읍 평사길 2 1층"
"주소(도로명)","제주특별자치도 제주시 조천읍 평사길 2"
"주소(지번주소)","제주특별자치도 제주시 조천읍 함덕리 228-1"
"대표번호","064-784-6327"
"영업시간","09:00-20:30"
"휴무일","매주 월요일"
"취급메뉴","제주해물라면, 제주보말칼국수"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 특별한 메뉴가 있어요, 재료가 신선해요, 양이 많아요"
