"관광타입","음식점"
"음식점명","가파도식탁"
"개요","제주해녀가 직접 운영하는 식당 가파도식탁입니다. 서귀포 제주 올레6코스 서귀포항 가는 길에 위치한 가파도식탁은 제주 해녀가 직접 잡은 해산물로 서비스하는 식당입니다. 우리가 몰랐던 제주 음식 이야기에 참여 하여 제주 전통식 문화를 인문학적 접근을 통해 제주 전통음식의 가치를 발굴하고 계승, 보급하기 위해 노력하였습니다. 특유의 고소함 때문에 아주 고급어종으로 우리나라에서는 고급 식당에서만 쓰이는 식재료로, 제주도를 포함한 남해에서만 분포하기 때문에 제주도에 오시면 꼭 드셔 보셔야 할 음식입니다. 황홀한 맛의 빨간고기, 눈볼대를 제주에서 맛봐보세요. 올레길 6코스길에 위치하고 있습니다. 삼보미디어, 낚시갈치가 인접해 있습니다. "
"주소","제주 서귀포시 부두로 27-1"
"주소(도로명)","제주특별자치도 서귀포시 부두로 27-1"
"주소(지번주소)","제주특별자치도 서귀포시 서귀동 726-11"
"대표번호","0507-1364-5332"
"영업시간","10:00/17:00/18:00-22:00"
"휴무일","전화문의 "
"취급메뉴","해산물모듬, 보말해물죽"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 특별한 메뉴가 있어요, 가성비가 좋아요"
