"관광타입","음식점"
"음식점명","성산바다풍경"
"개요","성산 일출봉과 우도가 한 번에 보이는 가슴 뻥 뚫리게 시원한 바다 풍경과 함께 맛있는 여행을 완성하는 식당 성산바다풍경입니다. 갈치는 비싼 돈 주고 먹어야 제대로라는 상식을 무너뜨리는 성산바다풍경의 제주 은갈치 통구이, 제주 은갈치조림입니다. 제주도 생물 은갈치는 식감부터 다릅니다. 갈치 좀 먹어봤다 하는 사람은 바로 안다는 그 차이를 직접 경험해 보세요. 당일 공수하는 생물 은갈치이기 때문에 수량이 제한적이라 방문 전 전화 확인 부탁드립니다. 갈치와 함께 성산바다풍경의 대표 메뉴인 바다풍경뚝배기에는 제주 황게, 딱새우, 두부, 새송이버섯, 바지락, 홍합, 성인 남성 손바닥 크기의 대왕 가리비와 꿈틀꿈틀 싱싱한 활전복까지 아끼지 않고 넣은 재료들로 우러난 차원이 다른 뚝배기 국물 맛을 선사합니다. 해녀작업 시에는 바로 앞에서 해녀가 직접 잡아 온 오분자기 뚝배기도 만날 수 있습니다. 성산일출봉, 진미식당, 성산파출소, 성산종합설비가 인접해 있습니다."
"주소","제주 서귀포시 성산읍 일출로288번길 17 1층"
"주소(도로명)","제주특별자치도 서귀포시 성산읍 일출로288번길 17"
"주소(지번주소)","제주특별자치도 서귀포시 성산읍 성산리 297-1"
"대표번호","0507-1363-9779"
"영업시간","08:00/10:00-15:30"
"휴무일","매주 수요일"
"취급메뉴","바다풍경조림, 바다풍경뚝배기"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 뷰가 좋아요, 친절해요, 재료가 신선해요, 주차하기 편해요"
