"관광타입","음식점"
"음식점명","법환포구상동산맛집"
"개요","제주 서귀포 법환포구 상동산 맛집은, 에덴동산 다음으로 아름답다는 서귀포 상동산에 위치해 있습니다. 지역에서 손 꼽히는 맛집으로 지역 신문에 수차례 소개되었으며, 해녀 어머니의 손맛을 대를 이어 유지하고 있습니다. 특히 제철재료로 푸짐하게 차려지는 반찬이 일미이며, 오겹살, 쪽갈비는 물론 딱새우정식, 게장정식 등 수준 높고 맛있는 음식을 제공하기로 유명합니다. 특히 동네 지역주민 맛집이어서 가성비와 가심비를 모두 잡았습니다. 언제든 연락주시고, 특히 회식 때는 미리 알려주시면 더욱 정성 껏 대접하겠습니다. 제주 서귀포 법환포구에서 5분 거리 입니다. 무조건 서귀포 법환포구로 오세요. 서귀포 월드컵 경기장을 왼편에 두고 바다를 향해 내려오셔서 바닷가 산책길을 따라 이동하시면 됩니다. 동네 맛집이니, 푸근하고 아늑한 동네 주민들과의 행복한 만남도 함께 즐겨보세요. 동환식당이 인접해 있습니다. "
"주소","제주 서귀포시 법환하로 51-1"
"주소(도로명)","제주특별자치도 서귀포시 법환하로 51-1"
"주소(지번주소)","제주특별자치도 서귀포시 법환동 228-1"
"대표번호","0507-1305-6938"
"영업시간","09:00 - 22:00"
"휴무일","매주 일요일 "
"취급메뉴","딱새우정식, 김치찌개"
"주차시설 유무","있음"
"리뷰키워드","가성비가 좋아요, 음식이 맛있어요, 친절해요, 양이 많아요, 특별한 메뉴가 있어요"
