"관광타입","음식점"
"음식점명","용마갈치"
"개요","함덕해수욕장 갈치조림 맛집 용마갈치입니다. 생방송 오늘 저녁 1804회 방송 출연했습니다. 제주 은갈치 1마리를 통으로 동그란 냄비에 말아 넣고, 꽃게, 전복, 딱새우 등으로 국물의 풍미를 높였습니다. 제주의 특색 있는 통갈치조림 드시러 오세요. 사이드 메뉴로 성게 비빔밥, 전복죽, 갈치 물회, 갈치 국 등 다양하게 준비되어 있습니다. 지에스25 제주함덕점, 빨간집 함덕점이 인접해 있습니다."
"주소","제주 제주시 조천읍 함덕13길 4 1층 용마갈치 함덕점"
"주소(도로명)","제주특별자치도 제주시 조천읍 함덕13길 4"
"주소(지번주소)","제주특별자치도 제주시 조천읍 함덕리 1002-15"
"대표번호","0507-1373-6590"
"영업시간","11:00-22:00"
"휴무일","매주 수요일"
"취급메뉴","통갈치조림, 전복죽"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 가성비가 좋아요, 친절해요, 매장이 청결해요"
