"관광타입","음식점"
"음식점명","남정네들포장마차 "
"개요","1. 횟집은 낮 12시부터 밤 12시까지 운영하고, 쉬는 날은 없습니다. 2. 갈치조림, 해물탕은 점심 메뉴입니다. 가격이 주변 업체에 비해서 저렴하기 때문에 많은 분들이 찾는 메뉴입니다. 3. 주문과 동시에 살아있는 회를 바로 잡아서 내 주시기 때문에 신선하고 싱싱한 횟감으로 취급합니다. 4. 점심메뉴로 해물라면이 있습니다. 서귀포의 많은 시민들이 찾는 맛집입니다. 5. 식당이 깨끗하고, 청결합니다. 6. 자연산 모듬회라는 메뉴가 있습니다. 다른 곳에서는 맛보기 힘든 자연산을 다양하게 맛볼 수 있습니다. 게다가 가격까지 저렴합니다. 7. 한 분 한 분께 최선을 다하고 있습니다. 8. 매장이 생각보다 넓고, 오픈 주방형태입니다. 위생과 청결을 직접 볼 수 있습니다. 9. 이중섭거리, 아랑조을거리, 천지연폭포, 정방폭포 등의 핫플레이스가 가깝게 있습니다. 한라스쿼시, 가람불교사가 인접해 있습니다. "
"주소","제주 서귀포시 중정로61번길 26"
"주소(도로명)","제주특별자치도 서귀포시 중정로61번길 26"
"주소(지번주소)","제주특별자치도 서귀포시 서귀동 277-6"
"대표번호","064-762-7236"
"영업시간","11:00 - 24:00"
"휴무일","없음"
"취급메뉴","다금바리_싯가, 모듬회_대"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 가성비가 좋아요, 재료가 신선해요, 친절해요, 양이 많아요"
