"관광타입","음식점"
"음식점명","꺼멍도새기"
"개요","제주 동문시장 내에 위치한 꺼멍도새기 입니다. 제주 갈치조림, 성게 보말 미역국, 전복 해물뚝배기, 통갈치 구이, 흑돼지 주물럭 등 다양한 제주 향토음식을 전문으로 운영하며 제주 지역분들이 먼저 추천하는 맛집입니다. 동문시장 내에 위치하여 접근성이 좋고 주차장을 편리하게 이용하실 수 있습니다. 동문시장 구경하시고 맛있는 꺼멍도새기를 찾아주세요. 광명식당, 동해수산회센타가 인접해 있습니다."
"주소","제주 제주시 동문로4길 9"
"주소(도로명)","제주특별자치도 제주시 동문로4길 9"
"주소(지번주소)","제주특별자치도 제주시 일도일동 1103"
"대표번호","0507-1328-7057"
"영업시간","09:00 - 21:30"
"휴무일","없음"
"취급메뉴","은갈치조림, 흑돼지주물럭"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 양이 많아요, 가성비가 좋아요"
