"관광타입","음식점"
"음식점명","형제마라탕 6호점"
"개요","저희 형제 마라탕은 26가지 한약재를 사용하여 형제 마라탕만의 비법 소스로 직접 만들어서 사용하여, 중국 본토의 맛을 완벽하게 살려낸 마라탕입니다. 마라탕소스, 마유, 고추기름 직접 매장에서 만듭니다. 맛두 맛이지만 야채의 신선도 위생은 철절하게 신경쓰고 있으니 안심하구 드셔도 됩니다. 이젠 서귀포에서도 중국 본토 마라탕의 맛과 향을 즐기실 수 있습니다. 테왁, 자연수산이 인접해 있습니다."
"주소","제주 서귀포시 서호남로32번길 10-6 1층"
"주소(도로명)","제주특별자치도 서귀포시 서호남로32번길 10-6"
"주소(지번주소)","제주특별자치도 서귀포시 서호동 1551-10"
"대표번호","064-738-8878"
"영업시간","11:00 - 23:00"
"휴무일","매주 월요일 "
"취급메뉴","마라탕, 꿔바로우"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 매장이 청결해요, 친절해요, 양이 많아요"
