"관광타입","음식점"
"음식점명","후룩"
"개요","안녕하세요. 제주의 감성을 맛을 가득 담은 라면 가게 후룩입니다. 저희 후룩은 제주산 흑돼지와 직접 엄선한 재료로 정성껏 만들며, 탁 트인 바다 뷰를 바라보며 드실 수 있습니다. 후룩의 특별한 김밥도 준비되어 있으니 월정리에 오신다면 꼭 방문해 주세요. 언제나 정성과 청결을 기본으로 반갑게 맞이하겠습니다. 감사합니다. 월정리곳간, 주네가네가 인접해 있습니다."
"주소","제주 제주시 구좌읍 해맞이해안로 584-2"
"주소(도로명)","제주특별자치도 제주시 구좌읍 해맞이해안로 584-2"
"주소(지번주소)","제주특별자치도 제주시 구좌읍 행원리 1482"
"대표번호","0507-1468-2530"
"영업시간","09:00 - 19:00"
"휴무일","매주 일요일"
"취급메뉴","까망돼지라면, 후룩계란김밥"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 뷰가 좋아요, 친절해요, 양이 많아요, 재료가 신선해요"
