"관광타입","음식점"
"음식점명","옛날옛적"
"개요","성산일출봉 초입에 위치한 돔베 고기 전문점 옛날옛적입니다. 돔베란 제주도 방언으로 도마를 뜻하는데 옛날 제주도 서민음식 중 도마에 대충 썰어 내어주는 고기라 하여 돔베 고기라고 부르게 되었습니다. 제주 흑돼지 특유의 누린내를 없애기 위해 된장을 많이 넣고 세 번 삶은 물에 고기를 푹 고아 내는 것이 옛날옛적의 비결입니다. 맛깔스러운 반찬들과 한상 가득 차려진 돔베 고기 정식은 특별한 날을 기념하기 위한 자리로도 손색이 없을 정도로 정갈합니다. 성산항 근처에서 20여 년간 영업해오다 온평리로 이전을 했는데 이전에는 토속적인 분위기를 강조했다면 지금은 멋스럽고 고급스러우면서도 아늑한 분위기로 탈바꿈했습니다. 특별한 날을 기념하는 자리로도, 소중한 분께 대접하는 자리로도, 아이들과 함께 식사하는 자리로도 어떤 모임에도 손색없는 멋스럽고 고급스러우면서도 편안하고 맛있는 식사가 될 것입니다. 옛날옛적이 함께 하겠습니다. 범하다, 노른자부동산이 인접해 있습니다."
"주소","제주 서귀포시 성산읍 일주동로 4660 1층"
"주소(도로명)","제주특별자치도 서귀포시 성산읍 일주동로 4660"
"주소(지번주소)","제주특별자치도 서귀포시 성산읍 온평리 486-1"
"대표번호","0507-1327-2252"
"영업시간","09:00-21:00"
"휴무일","없음"
"취급메뉴","갈치구이, 돔베고기 정식"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 매장이 넓어요, 주차하기 편해요"
