"관광타입","음식점"
"음식점명","황궁쟁반짜장 서귀포 서귀점"
"개요","안녕하세요. 서귀포 관광식당 1호점 황궁쟁반짜장입니다. 저희 황궁쟁반짜장 중화요리점은 그동안 육지에서 경험해 보지 못한 제주도산의 해산물과 비법 소스로 만든 특별한 중화요리를 경험해 보실 수 있는 서귀포 관광 추천 방문 코스로 적극 추천드립니다. 매일매일 새벽마다 최고의 신선도를 갖춘 식재료들로만 요리를 하기 때문에 고객 여러분께 자신 있게 권해드립니다. 서귀포 관광 시 저녁에 출출하시다거나 특별한 지역 중화요리의 맛을 경험해 보고 싶으시다면 저희 황궁쟁반짜장으로 전화 주시기 바랍니다 단체 손님 가능하며 코스요리뿐만 아니라 짜장면 한 그릇이라도 정성껏 배달 가능하니 언제든 전화 주시기 바랍니다. 감사합니다. 동홍주공3단지, 주공열쇠도장, 플러스마트가 인접해 있습니다."
"주소","제주 서귀포시 태평로 520"
"주소(도로명)","제주특별자치도 서귀포시 태평로 520"
"주소(지번주소)","제주특별자치도 서귀포시 동홍동 183-7"
"대표번호","064-762-0067"
"영업시간","09:30 - 21:00"
"휴무일","없음"
"취급메뉴","짜장면, 짬뽕"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 혼밥하기 좋아요, 친절해요, 양이 많아요, 가성비가 좋아요"
