"관광타입","음식점"
"음식점명","마리조아 서귀포중문점"
"개요","한우도 등급이 있듯이 말고기도 등급이 있습니다. 1등급 제주마를 사용하기 때문에 다른 말고기와 다르게 비린내가 없으며, 제주마라 하면 천연기념물로 개체수를 지정하고 있으며 개체수 이외의 제주마로 요리를 하며, 예로부터 임금님 진상품으로 대접하는 고급 고기입니다. 저희 중문 맛집은 직접 사육 하는 농장 직영점입니다. 조랑말의 효능 제주 말고기는 기운이 없고 피로를 자주 느끼며 원기가 부족하여 매사에 의욕이 없을 때 탁월한 효능이 있으며 뼈와 근육 인대를 튼튼하게 해주며 팔, 다리와 척추가 약하고 특히 허리가 시큰거리고 자주 아프거나 다리가 무겁고 힘이 없을 때에 많이 이용합니다. 그리고 면역력을 증강시키고 조식 세포의 재생력을 높여 질병에 대한 면역력을 높여준다. 새마을소공원이 인접해 있습니다."
"주소","제주 서귀포시 이어도로 215 마리조아 중문점"
"주소(도로명)","제주특별자치도 서귀포시 이어도로 215"
"주소(지번주소)","제주특별자치도 서귀포시 대포동 2232-1"
"대표번호","0507-1329-5257"
"영업시간","11:00 - 22:00"
"휴무일","전화문의"
"취급메뉴","생모듬, 육회"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 특별한 메뉴가 있어요, 재료가 신선해요, 주차하기 편해요"
