"관광타입","음식점"
"음식점명","백부장집"
"개요","안녕하세요. 착한 가격으로 정직하게 일하는 백부장집입니다. 맛있는 음식 드시고 자주 찾아와 주시면 감사드리겠습니다. 2월부터 이번에 새롭게 단장하여 더욱더 깔끔하고 맛있는 식사를 하실 수 있게끔 만들었습니다. 단체로 오시는 분들뿐만 아니라 개인으로 오시는 분들까지 만족하실 수 있도록 노력하는 백부장집이 되도록 하겠습니다. 오늘도 즐거운 하루 보내세요. 신세대미용실, 트리니티가 인접해 있습니다."
"주소","제주 제주시 한림읍 한림중앙로 64"
"주소(도로명)","제주특별자치도 제주시 한림읍 한림중앙로 64"
"주소(지번주소)","제주특별자치도 제주시 한림읍 동명리 1587-4"
"대표번호","0507-1446-6996"
"영업시간","06:00 - 20:30"
"휴무일","없음"
"취급메뉴","백반"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 가성비가 좋아요, 양이 많아요, 친절해요, 혼밥하기 좋아요"
