"관광타입","음식점"
"음식점명","성산 요리하는 키작은삼촌"
"개요","해초 영양 돌솥밥은 손님의 건강을 생각해 전복 내장과 해초류를 사용해 만들고 바다 맛을 더하기 위해 비법 육수를 사용해 밥을 합니다. 해초류는 혈압을 떨어뜨리고 골다공증을 예방하고 갑상선과 부종을 막고 변비를 치료하며 비만을 방지합니다. 제주 어디에서도 맛볼 수 없는 음식 맛보러 놀러 오세요. 오셔서 맛보시고 가셔서 소문 좀 내 주세요. 항상 손님의 건강을 생각하는 키 작은 삼촌이 되겠습니다. 감사합니다. 성산중학교, 고성리농촌체험휴양마을이 인접해 있습니다."
"주소","제주 서귀포시 성산읍 일주동로 4304 1층"
"주소(도로명)","제주특별자치도 서귀포시 성산읍 일주동로 4304"
"주소(지번주소)","제주특별자치도 서귀포시 성산읍 고성리 1012-1"
"대표번호","0507-1421-3503"
"영업시간","10:30-15:00/20:30"
"휴무일","매주 일요일"
"취급메뉴","전복영양해초돌솥밥, 전복내장미역국"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 특별한 메뉴가 있어요, 친절해요, 재료가 신선해요, 주차하기 편해요"
