"관광타입","음식점"
"음식점명","까망도그"
"개요","휴무일은 매주 화요일 입니다. 임시휴무일은 저희 인스타그램 참고 부탁드려요. Sold Out으로 조기 마감시 인스타그램에 공지합니다. 2021년 3월 서귀포 송악산에서 시작한 수제 문어핫도그 맛집 까망도그입니다. 대한민국 중 오직 이곳에서만 드실 수 있어요. 제주에서 가장 아름다운 김녕 성세기해변과 유일무이한 까망도그의 맛, 두가지 멋진 추억을 동시에 간직하세요. 김녕오라이, 쪼끌락이 인접해 있습니다."
"주소","제주 제주시 구좌읍 김녕로21길 23 1층"
"주소(도로명)","제주특별자치도 제주시 구좌읍 김녕로21길 23"
"주소(지번주소)","제주특별자치도 제주시 구좌읍 김녕리 1266"
"대표번호","064-900-3606"
"영업시간","10:00~18:00"
"휴무일","매주 화요일"
"취급메뉴","까망도그, 당근쥬쇼"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 특별한 메뉴가 있어요, 친절해요, 가성비가 좋아요, 재료가 신선해요"
