"관광타입","음식점"
"음식점명","거마가든 "
"개요","특히 토종닭은 사장이 직접 경영하는 조천읍 와흘 농장에서 잡아오는 것으로 맛과 영양이 일품입니다. 토종닭만으로도 그 영양이 그만인 것을 무공해 청정식품과 몸에 좋은 한약재를 사료로 썼으니 토종닭의 영양이 한층 업그레이드되었습니다. 다리 하나를 떼어내면 부드럽게 찢어지는 살이 저절로 군침 돌게 하니 그야말로 여름철 보양음식으로는 이만한 것이 있을까 싶습니다. 토종닭과 함께 나오는 닭죽은 토종닭의 영양이 섞여있는 삶은 물에 인삼, 황기, 당귀, 대추, 잣, 밤 등 각종 몸에 좋다는 것들은 죄다 넣고 끓여 영양가는 말할 것도 없고 그 맛과 향 또한, 먹어본 사람만이 느낄 수 있습니다. 이러한 토종닭은 땀을 많이 흘리고 기가 약해지는 여름철 보양 음식으로 특히 허약한 이의 기를 살려주고, 어린이들에게는 근육발달에는 더 없이 좋아 가족단위 메뉴로는 안성맞춤입니다. 특히 더운 여름날 나무그늘 밑 넓고 탁 트인 야외 정자에서의 매미 소리를 들으며 모락모락 김 나는 영양만점의 토종닭을 먹고 있노라면 늙지도 않고 고통도 없이 산다는 신선이 부럽지 않습니다. 금천빌라, 오부자갈비탕이 인접해 있습니다."
"주소","제주 제주시 금월길 105"
"주소(도로명)","제주특별자치도 제주시 금월길 105"
"주소(지번주소)","제주특별자치도 제주시 아라이동 987-1"
"대표번호","064-702-1202"
"영업시간","전화문의"
"휴무일","전화문의"
"취급메뉴","오리탕백숙, 삼계탕"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 양이 많아요, 재료가 신선해요, 단체모임 하기 좋아요"
